receptor,gauss_1,gauss_2,repulsion,hydrophobic,hydrogen_bonding,tors,exp_binding_affinity
2r43,116.15,2229.29,5.2765,65.4094,5.75937,3.2,6
2r58,48.0211,434.9,1.00229,17.1603,1.04153,2.3,2
2r59,178.156,2025.7,9.08861,85.3094,8.21347,3.5,8.19
2r5a,44.1875,396.835,0.509221,18.7268,0.576296,2.3,2.6
2r5p,142.177,2413.4,5.11467,92.2515,5.04378,3.6,8.48
2r75,142.702,1900.87,8.42615,0,12.949,2.9,6.15
2r9x,66.3416,1180.45,3.23175,36.7289,3.84055,2.2,4.85
2ra0,143.241,1954.47,6.20193,30.0299,3.9621,2.3,7.8
2ra6,52.048,598.828,3.44048,63.613,3.64514,1.3,4.52
2rcb,67.7194,516.149,5.88646,0,8.21793,1.6,6.79
2rcn,147.896,1101.68,7.55162,0,10.9453,2.5,6
2rd6,88.4034,977.087,1.76822,41.5051,2.0904,1.4,8.3
2reg,77.959,518.95,1.56168,0,1.76622,1.5,5.64
2rfh,45.4909,949.546,3.75364,26.2126,5.26179,2.2,6.82
2ri9,26.6984,568.68,2.09643,0,3.07326,1.3,3.22
2rin,86.0148,747.322,8.33481,5.57438,1.25154,1.8,4
2rio,85.1563,1516.41,6.99116,0,4.31178,2.4,4.69
2rk8,36.241,494.149,3.26415,0,4.77177,1.2,3.64
2rka,35.6056,528.081,3.04095,0,4.63397,1.6,3
2rkd,36.6758,540.116,3.98306,2.33996,4.67109,1.6,2.72
2rke,43.979,472.058,2.01974,0,4.24652,1.4,4.08
2rkf,123.815,2268.44,5.89935,76.9979,5.46484,4.1,9.08
2rkg,123.86,2276.04,6.66569,67.0205,5.84707,4.1,8.09
2rkm,86.1508,1231.55,3.6186,17.6888,7.2841,3.5,3.9
2sim,72.2647,1046.53,3.38511,8.97053,6.84734,2.4,3.42
2std,59.5916,1313.6,1.08217,80.9335,0.762128,1.8,9.85
2tmn,51.1731,761.01,3.83733,15.728,4.95279,2,5.89
2tpi,73.5461,1036.76,3.09013,16.893,4.80522,2.3,4.31
2usn,88.8803,1188.61,4.24065,43.0707,4.11083,3,6.51
2uwd,98.5041,1614.97,2.6682,23.531,2.31809,2,8.35
2uwl,108.844,1390.73,2.97809,18.7058,0.184232,2.2,8.4
2uwo,126.622,1463.23,4.28093,18.102,1.95836,2.2,8.7
2uwp,110.445,1396.87,2.62426,19.0759,0.288714,2.4,6.81
2uxi,38.7798,1083.74,3.40012,25.7302,2.43793,2.2,7.3
2uxz,147.232,2544.84,5.10585,105.47,4.39353,4.2,8.48
2uy0,157.968,2636.34,6.41715,106.569,6.23481,4,6.92
2uy3,81.4169,722.702,2.41108,5.79619,2.70227,1,3.22
2uy4,72.2742,641.952,2.78853,8.72525,2.52919,1.3,4.68
2uy5,109.954,1002.08,4.17618,12.5544,3.2133,1.4,5.49
2uyn,53.5428,504.956,3.05784,14.1246,4.36562,1.3,2.7
2uyq,53.4596,920.71,2.69158,0,3.40994,1.4,5.68
2uz9,83.3456,854.879,4.04657,0,2.81239,1,5.71
2v25,63.825,679.546,6.18991,3.46217,11.2642,1.7,5.72
2v2c,55.9622,586.046,5.37532,0,6.6768,1.6,3.41
2v2h,57.9555,544.21,4.87749,0,7.22921,1.6,3.77
2v2q,106.089,1019.51,2.16089,5.41818,3.10538,2.5,4.15
2v2v,98.9034,1027.3,1.68735,6.14391,2.46681,2.3,4.07
2v3d,79.5711,966.528,4.42725,15.6011,7.04522,2.2,3.94
2v3u,64.0913,516.87,4.23994,0,7.46775,1.6,3
2v54,117.293,1569.06,5.58786,15.4244,6.35237,2.3,4.6
2v57,88.322,929.721,2.6163,28.931,2.35377,1.2,7.1
2v58,73.6863,1185.24,3.22715,33.2376,1.67818,1.4,9.09
2v59,74.4279,1238.63,2.84728,23.8612,1.3611,1.8,7.74
2v77,87.4072,1236.27,5.90213,24.8207,8.86764,3,5.06
2v88,134.122,2000.19,4.76861,40.6309,6.93974,7.1,4.09
2v8w,118.469,924.242,5.07998,0,7.8718,2.8,6.82
2v95,87.5936,1424.95,1.71211,80.5331,1.83222,1.7,8.3
2vb8,75.0572,921.557,1.71475,27.7733,1.87148,1.5,4.6
2vba,82.7933,1036.36,2.9224,45.6569,0,1.6,4.6
2vc7,61.5153,1149.5,2.29533,57.4998,1.75301,2.8,3.36
2vc9,72.4046,962.972,5.55685,11.3262,5.54015,1.7,8.44
2ves,92.1992,1631.12,6.03907,54.2233,6.6353,2.3,7.7
2vfk,85.2368,874.983,2.52326,0,3.21858,2,3.71
2vh0,136.316,1630.2,2.78868,38.0437,0.869161,2.6,8.51
2vh6,144.93,1655.06,3.64387,90.6944,0.289879,2.6,9.7
2vhj,117.063,1291.09,13.7781,0,11.6592,2.4,3.9
2vj8,167.503,1881.29,9.04209,102.295,7.00605,3.6,8.7
2vjx,79.7922,802.199,4.90169,6.01854,7.68496,1.5,4.96
2vk2,71.2589,964.98,5.6185,0,10.058,1.7,6.89
2vk6,87.1223,1140.21,6.3832,12.749,9.85097,2.4,5.3
2vl4,80.2482,806.889,5.97928,6.201,9.41376,1.6,6.01
2vmc,45.7588,511.558,2.20594,0,4.19103,1.8,2.94
2vmd,49.0548,488.321,2.90563,0,4.78298,1.8,3.02
2vmf,101.195,1024.62,7.06512,0,9.0139,1.6,5.85
2vnp,79.3678,901.068,5.5716,0,6.63294,2.2,9.92
2vnt,107.549,1292.38,5.77876,5.46069,7.7203,1.8,8
2vo4,47.1726,522.781,1.07707,13.1691,0.268195,1.5,4.94
2vo5,94.0495,1288.35,5.27937,31.1783,8.21267,2,4.89
2vot,124.438,1425.78,9.28857,18.6142,10.3135,2.2,7.14
2vpe,118.893,1665.24,4.83403,33.7807,7.68732,6.7,4.94
2vpn,81.8965,739.952,2.66826,21.752,4.37342,1.2,6.72
2vpo,83.1977,800.237,2.56909,14.1023,4.22893,1.3,5.42
2vqt,98.8836,1060.03,6.68509,0,10.0262,2.1,6
2vrj,106.527,1360.61,11.3236,24.9249,9.08204,2.9,6.3
2vsl,105.294,1243.87,5.80456,48.6262,4.31896,3.8,8.4
2vt3,93.424,1231.93,3.92696,0,5.1198,2.8,4.15
2vuk,85.8421,975.903,2.55904,38.5945,1,1.6,3.9
2vvc,152.681,1709.7,2.98366,61.0386,0.558767,2.4,8.52
2vvp,66.5304,892.432,7.89322,0,11.227,2.5,3.4
2vvs,107.311,1326.88,4.75434,23.1647,7.93268,2.3,7.34
2vvu,133.418,1589.67,2.19416,60.8691,1.27583,2.3,8.1
2vvv,161.697,1610.64,3.48506,57.6437,2.71045,2.2,8.22
2vw1,84.1548,1163.81,6.1697,10.5652,10.1717,2.4,3.52
2vw2,51.8886,767.612,2.8962,19.9798,5.5666,1.8,3.3
2vwc,82.5968,1671.64,3.40582,36.6927,2.65308,2,6.62
2vwl,147.558,1670.82,2.58815,62.5845,1.38903,2.5,7.02
2vwm,154.751,1857.98,3.23979,64.8533,1.41678,2.8,7.03
2vwn,145.222,1645.66,3.26244,60.5995,1.801,2.3,8
2vwo,145.213,1664.05,2.85484,61.4497,1.56988,2.2,7.51
2vxn,58.329,651.679,7.04986,0,10.6567,1.7,5
2vyt,44.7301,353.072,1.06197,20.4392,0.807282,2.3,2.74
2vzr,51.9118,559.122,4.28384,0,7.27592,1.6,4.28
2w08,32.5073,455.04,1.58625,9.3305,2.88431,1.9,3.42
2w26,139.362,1461.96,4.1604,31.3391,1.28811,2,9.4
2w47,53.0978,682.49,2.59173,4.91369,5.47552,2.3,4.98
2w5g,84.6616,1021.3,4.52827,0,5.67816,2.8,6.07
2w67,80.0157,1020.23,4.61528,13.5033,6.95398,1.5,4.96
2w7y,118.68,1742.85,6.41775,9.82037,10.2557,3.3,6.08
2w8j,110.079,1478.48,7.89881,3.62733,11.5641,2.6,2.96
2w8w,113.769,1481.08,8.93015,4.11732,9.50998,2.6,2.12
2w8y,121.023,2083.62,7.4147,79.9686,1.88009,1.7,9.09
2w9h,82.8115,1046.1,2.80987,27.0448,3.90362,2.1,6.37
2wb5,95.294,1375.65,6.72939,41.8399,8.09022,2.5,9.13
2wc3,118.833,1278.05,6.92087,26.2191,8.62417,2.8,6.08
2wc4,121.689,1250.79,8.05094,24.7143,8.92323,2.8,5.29
2we3,92.5393,1222.45,5.37912,11.4147,7.70193,2.8,4.43
2web,122.637,1998.23,4.34422,75.4936,2.76311,3.8,5.12
2wec,96.8215,1751.81,2.40414,50.9436,3.8942,3.6,3.96
2wed,103.924,1938.78,5.32433,59.3029,3.02958,2.6,6.1
2weh,44.7783,700.751,1.22277,22.101,1.76216,1.3,5.95
2wej,40.9566,596.947,0.963101,21.7788,1.66184,1.3,6.08
2weo,44.8561,667.309,1.27656,22.2907,1.80257,1.3,6.93
2weq,94.7697,1645.16,5.74544,31.036,5.25605,2.4,5.9
2wf5,79.8682,1062.09,3.93512,0,7.1853,2,6
2wgj,101.256,1659.38,2.32742,50.3109,0.641502,2.1,8.7
2whp,113.7,1007.89,6.57049,47.6121,0.853252,2,4
2wjg,118.68,1112.08,7.2615,0,11.5654,2.5,7.1
2wk6,60.4866,636.198,4.95237,11.0095,4.13151,1,3.32
2wky,92.5886,1102.16,5.8878,21.2697,8.46391,1.7,8.59
2wkz,151.244,2638.3,5.02341,115.63,5.05286,4.2,8.77
2wl0,156.203,2644.71,4.93011,100.824,4.4915,4.2,7.8
2wly,88.7071,1450.83,4.99742,15.1342,5.00279,2.7,6.6
2wlz,89.1862,1472.86,4.75667,16.2286,5.23035,2.5,4.6
2wm0,122.464,1997.99,5.43412,23.4781,6.74975,3.5,4.52
2wnj,98.8726,1327.4,3.51639,56.7509,1,1.8,6.48
2wor,67.9568,833.655,0.634587,21.8379,0.941582,1.6,3.9
2wos,79.3073,1053.4,0.962738,24.8939,0,1.6,3.9
2wq5,80.7525,1360.61,5.83636,50.7035,3.58568,2,3.74
2wqp,98.3295,1686.38,8.70632,5.91581,15.7376,3.7,5.51
2wr8,160.055,1828.9,8.90308,4.1288,10.5665,2.8,5.44
2wuf,81.6457,1360.56,3.87433,45.809,1.79189,2.4,4.29
2wva,151.199,1853.71,8.52808,28.7558,6.86913,2.7,10.7
2wvz,77.8091,972.62,4.29864,0,6.10062,1.6,4.02
2wyf,52.9097,815.74,3.78545,0,7.11173,2.7,4.43
2wyg,118.912,1469.03,2.63814,53.5183,0.698046,2.4,8.7
2wyj,120.183,1463.47,2.08139,53.278,0,2.4,9
2wzf,109.172,1541.53,6.07843,6.73676,8.78102,2.4,7
2wzm,140.846,1802.36,9.00167,0,12.7273,3.6,5.22
2wzs,62.3464,864.952,3.93806,0,6.17004,1.6,3.85
2x09,70.9348,865.484,7.16448,8.33778,7.95464,1.6,3.76
2x0y,85.0471,1152.04,3.78184,0,3.7758,1.8,4.6
2x2r,83.7804,1320.29,1.86216,79.8533,2.40147,2.7,7.12
2x4z,112.224,1636.28,3.83594,31.8005,2.6084,2.2,8.57
2x6x,76.7444,1616.69,2.76349,7.00603,5.05131,4.2,3.68
2x7t,60.1344,1226.22,1.82359,33.0079,1.99006,2.2,6.63
2x7u,57.2276,1126.06,4.70936,38.3322,2.04116,1.8,5.27
2x8z,63.9199,783.103,4.82388,16.3468,4.34029,1.7,7.96
2x91,84.9077,1583.14,5.30517,31.5206,6.50397,3.5,6.74
2x95,102.998,1982.27,6.47631,34.6431,6.95778,4.1,4.95
2x96,151.628,2417.76,7.87507,54.6783,7.4198,3.4,4.03
2x97,107.532,1806.41,7.3677,31.8893,7.80697,3.6,5.66
2xab,89.1001,1353.38,2.60401,52.1473,2.27219,1.6,9.27
2xb7,93.517,1741.43,1.3817,27.7103,1.24563,2.8,9.19
2xbp,156.053,1996.63,7.54623,0,10.682,2.9,5.02
2xbw,175.516,1819.75,3.32065,64.9157,2.47244,2.3,8
2xbx,168.679,1802.95,3.84156,65.6175,2.37984,2.2,7.82
2xc0,171.173,1903.64,3.85083,55.8775,1.63644,2.4,6.72
2xc4,161.833,1854.9,3.26116,68.8477,1.73916,2.4,8.05
2xd9,105.172,1275.59,5.91738,44.2122,9.19428,1.7,6.46
2xda,108.481,1405.23,5.44565,50.9434,9.16858,2.1,6.22
2xde,91.2888,1154.42,2.55116,62.525,2.59175,2.4,5.47
2xdk,48.3607,752.158,0.945531,15.0949,1.1035,1.3,3.6
2xdx,72.7854,990.573,2.47652,17.3709,1.2096,1.5,6.46
2xef,221.601,3103.99,9.27435,32.0138,12.4547,9.2,9.84
2xeg,200.325,2772.97,11.1778,32.5738,11.318,6.8,10.7
2xei,154.002,2597.24,8.088,27.806,11.2276,5.6,10.62
2xej,111.82,1990.56,6.64472,18.8731,11.4599,6.2,8.87
2xg9,58.5223,1137.23,3.72946,0,7.67169,2.5,4.15
2xhm,110.011,1894.88,7.21676,48.8509,6.81727,3.6,6.8
2xht,78.6577,1132.69,3.57597,39.799,1.93669,1.5,5.96
2xib,68.5484,658.184,4.81731,10.6967,7.37616,1.3,7.26
2xj1,82.6638,1434.27,3.13075,72.0367,2.87622,2.1,7.55
2xj2,79.3408,1388.87,1.38667,57.8164,1.69714,1.8,7.18
2xjg,88.8068,1327.14,2.28383,46.6795,2,1.7,7.82
2xjj,94.9706,1341.78,2.21456,49.9561,2.24934,1.3,6.51
2xjx,81.8333,1400,1.9452,43.8902,2.24054,2,9.15
2xm1,82.2218,1074.83,4.39273,13.1654,7.20701,1.7,5.07
2xm2,83.035,1138.14,6.80356,13.3674,9.22005,1.8,4.62
2xmy,101.774,1614.46,5.51629,34.5942,2.05518,2.4,9.96
2xn3,65.4406,1042.37,1.95212,58.7322,1.27773,1.6,5.92
2xn5,80.3531,1233.32,1.60932,32.5817,2.25345,2.1,6.69
2xog,92.3207,1469.45,2.66043,2.27366,3.25311,3.2,3.43
2xp7,68.0679,837.168,2.77872,19.7818,4.86452,1.6,5.77
2xpc,107.152,1577.24,4.54678,24.8808,5.18501,2.6,3.9
2xpk,119.345,1731.86,6.89629,36.8872,8.67025,2.8,11.3
2xxr,64.4918,682.733,4.46942,10.5162,8.72218,1.9,6.55
2xxt,74.1821,950.143,5.01841,25.3479,7.88643,1.8,8.05
2xxx,65.9551,694.506,5.35471,11.1479,9.28763,1.9,6.41
2xy9,164.138,2785.22,8.74499,85.6683,7.91758,4.3,9.19
2xyd,185.002,2823.48,9.48724,66.8642,8.26841,4.3,6.82
2xye,139.758,2530.45,8.16212,91.2443,6.0118,4.7,8.34
2xyf,126.287,2503.35,6.48456,71.3456,5.45755,4.7,8.44
2xyt,104.767,1877.87,8.44151,61.0816,0.684099,1.6,6.29
2y5f,125.982,1698.62,1.19025,35.01,0.0291453,2.5,8.7
2y5g,117.485,1557.77,2.17327,20.7605,1.1269,2.2,6.84
2y7i,96.7922,880.129,5.28531,11.8885,10.2506,2.1,5.54
2y7p,43.9037,728.511,1.1938,40.038,2.18914,1.3,5.47
2y7x,138.331,1656.09,3.34341,59.989,0.924583,1.8,8.89
2y7z,132.453,1675.26,2.98661,66.161,0.155655,2,8.7
2y80,133.782,1676.72,3.48494,68.9565,0.395916,2,8.05
2y81,140.111,1671.97,3.53138,71.0389,0.313678,2,8.7
2y82,143.352,1653.34,3.3653,68.5878,0.119121,2,8.4
2y8c,89.6303,1449.1,1.65475,58.5757,1.93504,3.5,6.4
2y9g,51.3047,655.012,3.21849,0,5.55805,2.6,3.77
2ya6,79.8514,1169,8.00105,12.6377,10.317,2.4,5.7
2ya7,85.6518,1293.43,8.25198,12.046,11.4298,2.5,3.14
2ya8,63.7844,1040.18,5.7239,24.5569,8.02474,2.3,5.75
2yay,133.267,1759.61,7.10191,18.3187,10.1442,2.8,6.1
2yaz,100.993,1344.26,3.25865,18.0111,6.46259,1.9,5.14
2yb0,81.9498,1146.09,2.42643,17.0949,4.37113,1.6,3.85
2ybu,140.859,1290.64,5.65067,5.55061,3.48206,1.8,6.38
2ydt,79.1906,1087.97,4.10963,0,7.85134,2.3,5.52
2ydw,66.3434,1358.94,1.55832,65.8357,0.782965,2,7.34
2yek,72.5168,1331.63,1.74185,53.538,0,2,7.21
2yel,87.4654,1239.44,1.30769,76.2882,0.805254,2,7.28
2yfa,47.6174,486.796,4.10134,4.87807,7.59496,1.7,5.07
2yfx,81.5096,1405.43,2.7016,37.1526,0.612162,2.1,8.09
2ygf,97.1743,1695.38,4.55729,30.699,4.03347,2.1,5.09
2yhw,85.6682,1066.11,5.56444,4.23812,9.64006,1.8,5.6
2yi0,90.2493,1347.9,2.14671,20.7666,2.06948,1.8,8.12
2yi7,85.3592,1358.76,2.52657,21.2399,2.21478,2,8.32
2yix,112.686,1631.46,2.4823,61.7253,1.48884,2.2,8.48
2yk1,75.3012,893.471,2.79354,35.7853,2,1.2,8.13
2ylc,61.3889,868.385,1.82164,8.00683,2.95603,2,7.89
2yln,45.2678,465.691,3.71844,0,4.66377,1.6,7.68
2yme,69.0271,1096.04,1.38601,34.9524,0,1.4,7.66
2ypi,48.8384,582.636,4.93192,0,5.31273,1.6,4.82
2ypo,57.193,887.331,3.1741,27.922,5.30272,1.7,4.68
2ypp,45.5803,954.032,3.15538,25.9957,5.09137,1.8,4.41
2yxj,139.12,2284.06,1.49078,88.662,0.608956,4.2,9.3
2yz3,73.3337,812.137,2.28197,56.2437,0.908323,2.3,6.66
2z1w,58.4443,944.396,3.80199,16.5958,4.80426,1.6,4.08
2z4o,125.262,2199.25,6.81701,47.6082,5.24469,3.5,9.57
2z94,12.8012,319.072,0.183768,1.02475,0,1.2,5.85
2za0,60.0255,1045.34,3.48745,34.1251,4.51501,2.1,6.64
2za5,112.534,1647.89,2.94025,57.3433,3.44761,1.9,8.43
2zc9,111.118,1437.17,2.26987,56.3221,2.57462,2.3,6.74
2zcs,75.5021,1497.7,6.46409,82.7521,3.69971,2.4,8.22
2zdk,107.124,1345.36,3.11513,39.7596,4.80547,2.5,6.37
2zdl,108.413,1307.51,4.41344,32.0587,4.98325,2.5,6.4
2zdm,111.791,1361.42,5.15898,32.1329,5.62949,2.5,6.41
2zdn,97.3764,1306.71,5.18589,32.5463,6.75133,2.5,6.25
2zfp,89.4832,1189.69,3.02017,32.8987,2.32214,2.1,5.17
2zfs,108.924,1385.86,3.61242,35.1062,5.30119,2.5,6.54
2zft,104.176,1331.33,3.35835,32.901,4.56231,2.5,6.52
2zgx,97.0708,1270.56,4.00488,33.6395,5.61279,2.4,6.74
2zjw,67.6345,1277.34,2.69889,33.4595,1.5261,1.6,7.7
2zkj,95.4213,1628.83,4.70561,0,7.50612,2.5,5.48
2zmm,90.3429,1402.94,3.65844,35.2681,4.64258,2.4,7.6
2zn7,90.4593,1431.7,4.25974,44.6615,4.6369,2.6,7.89
2zpk,144.093,1661.1,5.50445,44.4147,8.18432,5.1,7.76
2zq0,118.819,2059.24,8.68791,13.8907,14.8525,4.1,6.82
2zq2,119.121,1434.14,4.87737,52.9052,5.31034,2.5,6.56
2zwz,75.9293,816.631,6.65868,11.9198,9.00394,1.6,7.79
2zx6,111.776,1359.06,7.1974,20.4133,8.87601,2.1,10.6
2zx7,98.032,1229.55,8.09779,17.1007,8.72953,1.9,10.49
2zx8,133.154,1306.16,9.04256,25.7855,8.96583,1.9,9.64
2zxd,63.5389,779.503,4.892,23.9349,6.86885,1.5,5.22
2zxg,93.5057,1572.72,4.58502,41.4913,4.8252,3.1,8.82
2zym,136.98,2480.49,7.73273,0,8.08418,4,6.14
2zz1,93.7411,1492.31,8.77046,5.74915,12.7167,2,4.54
2zz2,96.0816,1520.5,8.14769,5.10071,11.5735,2,4.54
3a1c,120.622,1629.46,6.15443,0,9.07279,2.8,4
3a1d,94.2144,1506.4,3.71071,0,5.79743,2.4,4.12
3a1e,122.593,1701.2,7.4605,0,8.17846,2.8,2.66
3a1s,94.1143,1035.63,6.42215,0,10.9865,2.5,4.83
3a2o,138.488,2129.47,4.29139,69.0943,3.11709,3.4,9.08
3a5y,160.447,1987.08,7.83792,13.5351,8.94867,3.5,7.96
3a6t,84.7881,1441.18,4.17433,1.94576,7.39185,2,7.28
3a9i,54.1758,776.282,3.10763,6.55839,4.42237,2.2,4.15
3aaq,152.475,1628.59,8.64992,2.635,8.05429,3.2,3.3
3aas,59.9748,920.269,6.85059,5.83552,4.49725,1.9,4.51
3aau,82.906,1311.27,4.3085,5.30695,5.85936,2.6,5.05
3acl,134.041,1652.2,1.88433,63.0455,0,2.4,6.22
3acx,92.6125,1448.96,0.575249,108.991,0,2.8,5.7
3adv,31.6221,761.841,1.84114,13.4813,1.42242,1.6,3.03
3afk,62.9696,838.947,4.52044,1.54482,7.85506,3.8,3.6
3agl,174.588,2782.96,8.08945,17.0943,12.4733,6.9,7.8
3ahn,143.995,2123.49,6.9113,62.0466,7.88795,4.8,7.05
3aho,145.104,2078.64,9.22123,42.4694,4.96151,4.1,7.05
3ai8,60.7963,857.237,9.22535,6.69172,3.94855,1.3,3.81
3aid,86.3839,1796.99,2.13943,63.6296,2.49734,3.5,6.86
3alt,54.3417,627.417,4.50722,0,5.87673,2.6,2.92
3ama,91.6089,1591.53,2.35864,38.7294,1.98669,2,6.53
3ao1,55.9069,739.273,1.87907,9.89819,0.68522,1.1,2.26
3ao2,89.0779,1043.19,2.31695,14.5644,0.986385,1.2,3.77
3ao5,85.2562,1056.1,2.96944,16.0528,0.420246,1.2,2.23
3ap4,54.9993,643.955,3.74674,0,8.32747,2.6,3.92
3aqt,39.5974,615.909,0.952158,24.4223,1,1.2,6.72
3arr,99.9308,955.536,1.82523,18.4417,1.00446,2,5.4
3arw,102.904,972.802,1.59642,74.4355,0.0451841,1.4,6.15
3arx,101.179,1045.33,2.13235,27.7062,0,2.4,5.33
3axz,106.034,1290.01,4.55558,0,3.89687,1.8,3.43
3b24,44.5141,727.887,1.03367,8.00539,1,1.4,4.38
3b25,68.7251,1016.72,1.98418,49.3058,1.82207,1.5,6.07
3b26,62.0247,1168.94,1.11013,31.7758,0.927679,1.3,6.64
3b2q,101.636,1916.97,9.19903,0,2.57382,2.8,4.55
3b3c,59.321,625.346,2.56226,19.6864,3.52015,1.7,3.98
3b3s,30.9638,578.214,3.09618,26.1958,3.09161,1.7,2.55
3b3w,47.8512,609.927,5.50612,12.4961,4.9912,1.7,4.19
3b3x,44.4469,710.199,7.28447,3.38778,6.28828,2.1,3.6
3b4f,83.5252,1318.28,4.88067,31.7489,3.92335,1.8,8.14
3b4p,67.0596,975.402,2.34041,65.6318,3.42034,1.6,5.4
3b50,81.966,1297.16,5.53769,10.6401,9.2952,2.5,7.55
3b5j,120.334,1098.22,6.32794,0,7.0193,2.8,5.68
3b66,126.163,1912.45,3.97923,62.6754,2.95878,2.5,8.6
3b67,135.891,2048.87,4.31264,54.8942,3.34443,2.5,8.85
3b7i,50.9201,648.286,3.61975,13.3747,2.40863,1.7,5.82
3b7j,62.6823,632.186,3.11547,29.5913,0.587896,1.1,5.17
3b7r,104.659,1668.37,7.16843,25.1049,7.64977,2.9,7.7
3b7u,85.1682,1252.25,7.2033,21.3297,11.5147,2.5,7.74
3b92,88.83,1121.01,2.12021,33.4356,1.08399,2.5,8
3bbb,76.9586,1355.54,4.0659,5.46938,2.6086,3,7
3bbf,95.1278,1305.73,2.98555,0,5.82847,2.5,5.28
3be9,108.901,1578.44,2.8155,64.4782,2.23367,1.4,7.62
3bex,59.9822,972.641,2.55449,19.433,4.70389,2.4,5.57
3bf1,79.8478,1043.03,4.88964,0,6.26033,2.4,2.52
3bft,83.573,830.104,6.3205,7.00611,8.66513,1.8,6.49
3bfu,83.3734,845.929,6.04761,5.06865,8.80446,1.8,6.27
3bgb,104.052,1944.17,4.62691,62.7025,2.64691,4,6.05
3bgc,127.76,2269.24,7.01835,95.5556,2.92049,4,5.02
3bgq,68.388,1439.7,1.89867,70.7247,0,1.8,7.96
3bgs,89.5612,1196.45,2.87124,8.18148,4.27882,1.8,9.42
3bkk,129.678,2066.61,7.48889,58.1686,9.79014,3.6,6.08
3bkl,139.216,2217.57,7.42033,62.3489,8.49841,3.6,6.17
3bl0,44.6641,695.791,3.10085,0,2.85981,1.7,6.92
3bl1,66.1993,1206.03,2.09694,35.5781,1.87959,1.7,5.6
3bpc,61.8051,1054.4,5.54864,3.42019,8.30757,3.7,4.8
3bqc,75.8797,1187.52,1.76683,52.5849,1.59465,1.3,5.73
3bra,20.0538,477.65,1.22262,17.1184,2,1.6,2.7
3brn,57.8962,923.16,1.6962,45.4326,1.96734,1.6,8.7
3bu1,44.5537,587.842,2.87256,9.71595,3.0339,1.5,8.15
3buf,26.116,515.96,1.41103,16.3906,2,1.6,3.1
3bug,31.5474,600.873,0.700399,26.3283,1.50729,1.8,3.18
3buh,40.0744,741.859,1.55101,28.567,1.97028,1.8,3.66
3bva,157.066,2570.06,5.61635,67.8744,10.1254,6.9,6.52
3bvb,119.541,2065.79,5.07132,50.1171,5.5516,3.6,5.49
3bwj,161.91,2344.69,6.41652,15.0798,9.82756,5.3,6.5
3bxe,54.9787,647.303,4.85552,0,7.28492,1.9,5.48
3bxf,90.2883,1187.78,9.26091,0,13.7287,2.5,5.54
3bxg,94.177,1053.02,7.05608,0,11.3435,2,4.96
3bxh,79.9658,1074.97,8.86586,0,13.4329,2.2,4.03
3bzf,182.987,2947.41,10.9533,92.3059,10.5525,7.1,4.52
3c2f,45.8639,906.549,4.54991,0,7.21115,2.6,2
3c2o,57.2748,722.32,2.11158,3.55224,3.13862,1.4,3.35
3c2r,65.0539,707.002,3.6751,7.59614,3.50627,1.4,3.11
3c2u,80.4932,1208.01,4.42454,9.08068,7.164,4,2.9
3c39,58.5799,604.417,5.18365,0,9.23263,1.9,3.96
3c4h,80.5016,711.919,2.49133,17.4081,2.94039,1,5.7
3c52,72.9605,699.159,9.17568,0,11.6169,1.7,7.3
3c56,88.2532,1096.99,10.7652,0.243227,13.4644,2.7,7.89
3c79,80.7896,1050.58,3.77668,16.7506,1.42173,1.8,7.2
3c84,101.9,1031.95,2.45057,15.9864,0.502925,1.6,7.85
3c88,101.157,1538.48,6.14394,8.31087,8.61502,4.5,6.8
3c89,96.4661,1622.21,4.64331,10.4019,8.11326,4.8,6.07
3c8a,92.1382,1594.1,6.36725,18.019,8.30229,4.6,6.18
3c8b,103.084,1610.85,6.15189,20.152,9.57862,4.6,6.1
3c8e,81.7137,1099.69,5.68122,5.23737,7.45658,3.2,4.15
3cct,112.293,1936.48,5.83384,45.8123,9.23197,3.7,7.56
3ccw,98.723,1742.25,4.53555,28.1992,7.43332,3.6,7.87
3ccz,101.911,1751.88,4.97901,24.6991,8.00227,3.9,7.29
3cd0,107.998,1809.94,5.67507,27.7634,8.10475,3.6,7.57
3cd5,91.7846,2057.05,4.70244,44.6448,8.5298,3.4,7.9
3cd7,115.375,1941.82,6.07842,44.7163,8.0062,3.6,7.84
3cda,121.79,2025.92,7.70282,44.0548,9.02709,3.9,7.58
3cdb,119.568,1921.66,7.21428,45.0312,8.68841,4,7.02
3cf8,73.3711,1082.33,3.41086,38.4813,0.119244,1.7,4.9
3cfn,63.0091,1184.52,1.70072,49.1859,1.12378,1.6,5
3cft,43.2174,862.726,1.26134,35.3311,1.74133,1.3,4.19
3cj2,54.5364,817.795,1.36423,41.9224,1.57471,1.3,4.85
3cj5,78.9374,1079.42,2.06334,46.3387,2.71082,2,6.34
3ckb,71.1242,1062.09,1.9874,0,3.14217,3.5,2.98
3cke,63.6875,1172.19,2.138,66.1052,1.62523,3.6,6.1
3ckp,121.029,1946.89,4.94304,48.8672,5.37911,3.7,6.35
3ckz,101.875,1333.49,7.58085,7.89943,11.2106,2.5,8.72
3cl0,75.2353,1091.25,4.35606,14.2126,6.12224,2.3,7.07
3cm2,80.84,1134.22,2.86924,43.4135,3.64717,2.8,6.47
3cow,135.257,1932.49,4.55963,12.5412,7.28884,2.7,6.9
