receptor,van_der_Waals,hydrogen_bonding,electrostatic,solvation,tors,exp_binding_affinity
2rio,-76.1936,-20.4049,-0.00325055,207.816,7,4.69
2rk8,-26.4921,-17.2716,-0.0755443,93.0901,1,3.64
2rka,-28.4457,-13.6447,-0.0705658,89.7488,3,3
2rkd,-30.4998,-18.9011,-0.0760966,84.0303,3,2.72
2rke,-31.9441,-21.2254,-0.0711495,75.3671,2,4.08
2rkf,-120.727,-22.4194,-0.00360165,131.968,15.5,9.08
2rkg,-120.332,-23.4649,-0.00381489,134.157,15.5,8.09
2rkm,-75.7957,-47.2413,-0.0985909,173.491,12.5,3.9
2sim,-55.8223,-34.403,-0.047953,140.984,7,3.42
2std,-67.7778,-0.0255599,7.98319e-05,45.1894,4,9.85
2tmn,-45.5054,-22.9755,0.0684083,88.765,5,5.89
2tpi,-65.8526,-24.146,-0.0611736,88.6113,6.5,4.31
2usn,-72.4708,-23.2039,-0.00459905,92.5667,10,6.51
2uwd,-86.5273,-6.43056,-0.00111535,128.117,5,8.35
2uwl,-91.5934,-4.58431,-0.00278935,81.9076,6,8.4
2uwo,-99.6799,-7.25533,-0.00371688,86.6549,6,8.7
2uwp,-91.5252,-4.70097,-0.00240504,83.1947,7,6.81
2uxi,-50.576,-10.2211,-0.00995428,81.7421,6,7.3
2uxz,-141.076,-20.2162,-0.0188796,153.045,16,8.48
2uy0,-146.94,-25.4414,-0.00484159,154.258,15,6.92
2uy3,-51.2964,-13.0099,-0.00650607,84.9014,0,3.22
2uy4,-43.3734,-6.22126,-0.00944988,72.5046,1.5,4.68
2uy5,-68.7955,-10.7788,-0.00561392,114.692,2,5.49
2uyn,-33.8169,-15.6166,-0.012802,53.1682,1.5,2.7
2uyq,-47.2988,-12.3873,-0.00096845,115.131,2,5.68
2uz9,-51.9755,-13.6479,0.00321044,115.775,0,5.71
2v25,-45.548,-43.778,-0.101139,112.95,3.5,5.72
2v2c,-39.2436,-28.8073,-0.0474937,92.5617,3,3.41
2v2h,-38.4871,-33.2839,-0.0529744,87.1091,3,3.77
2v2q,-71.9027,-17.6732,-0.00242815,122.709,7.5,4.15
2v2v,-71.5263,-17.6152,-0.0024793,128.668,6.5,4.07
2v3d,-59.5366,-24.3366,-0.0298254,111.769,6,3.94
2v3u,-40.7757,-38.1731,-0.0621649,99.4082,3,3
2v54,-87.3052,-22.4861,-0.0153178,178.959,6.5,4.6
2v57,-61.9141,-9.7799,-0.00197832,82.9024,1,7.1
2v58,-70.8053,-11.6944,0.00640272,122.317,2,9.09
2v59,-68.1124,-11.0921,0.0039979,137.025,4,7.74
2v77,-69.2455,-33.3806,0.0011058,140.073,10,5.06
2v88,-115.792,-35.4244,-0.019262,172.653,30.5,4.09
2v8w,-65.5343,-29.288,-0.148508,153.614,9,6.82
2v95,-76.584,-8.7795,-0.00206134,48.7752,3.5,8.3
2vb8,-55.5961,-8.04087,-0.00221309,32.2183,2.5,4.6
2vba,-61.0903,-2.54628,-0.000656532,63.3881,3,4.6
2vc7,-65.7445,-8.6047,-0.00472818,34.1687,9,3.36
2vc9,-58.599,-17.1426,-0.0610543,120.644,3.5,8.44
2ves,-84.051,-18.9749,-0.000894526,99.5879,6.5,7.7
2vfk,-53.1023,-10.7461,-0.0199944,133.611,5,3.71
2vh0,-109.643,-10.728,-0.00822536,108.336,8,8.51
2vh6,-111.87,-4.69541,-0.00214451,83.0819,8,9.7
2vhj,-80.2771,-21.6391,-0.0131727,207.775,7,3.9
2vj8,-121.835,-29.8627,-0.0757728,151.81,13,8.7
2vjx,-54.1922,-28.8409,-0.00208333,95.0729,2.5,4.96
2vk2,-61.6792,-41.1772,-0.0111875,120.727,3.5,6.89
2vk6,-66.5562,-39.3421,-0.0401364,141.922,7,5.3
2vl4,-55.9073,-31.6918,-0.0636298,115.464,3,6.01
2vmc,-33.1391,-21.2866,-0.00381372,68.4226,4,2.94
2vmd,-32.7482,-18.4651,-0.00504278,65.6185,4,3.02
2vmf,-66.6219,-24.5451,0.00570871,121.955,3,5.85
2vnp,-55.7232,-28.9727,-0.0939827,138.389,6,9.92
2vnt,-89.2406,-31.9678,-0.0491516,144.667,4,8
2vo4,-32.9944,-0.585124,-0.00329547,33.8847,2.5,4.94
2vo5,-77.127,-23.3478,-0.0519647,123.067,5,4.89
2vot,-86.4578,-25.2262,0.00621192,158.341,6,7.14
2vpe,-101.573,-44.8102,-0.0771817,164.239,28.5,4.94
2vpn,-49.9791,-21.655,-0.00422217,79.002,1,6.72
2vpo,-53.4291,-21.3902,-0.00263612,96.9999,1.5,5.42
2vqt,-70.0569,-30.1641,-0.0430267,158.751,5.5,6
2vrj,-86.3101,-25.9063,0.0103798,111.313,9.5,6.3
2vsl,-80.6987,-19.9468,-0.0551743,95.1104,14,8.4
2vt3,-72.1997,-16.2898,-0.0386502,164.166,9,4.15
2vuk,-64.4726,-3.9217,-0.0110555,42.1077,3,3.9
2vvc,-119.36,-10.8661,-0.00281331,131.508,7,8.52
2vvp,-54.3118,-54.7711,-0.0590909,123.021,7.5,3.4
2vvs,-80.1091,-27.7552,-0.00531932,133.34,6.5,7.34
2vvu,-108.274,-10.2497,-0.00327019,118.972,6.5,8.1
2vvv,-113.641,-9.59317,-0.00694518,134.188,6,8.22
2vw1,-64.6898,-32.5827,-0.0402656,148.791,7,3.52
2vw2,-42.5258,-22.8304,-0.0703301,77.0024,4,3.3
2vwc,-84.4285,-7.0081,-0.00260143,106.778,5,6.62
2vwl,-114.175,-10.0044,-0.00308146,119.795,7.5,7.02
2vwm,-124.734,-8.81677,-0.0035628,131.154,9,7.03
2vwn,-115.169,-14.2744,-0.00250729,132.434,6.5,8
2vwo,-113.66,-10.6515,-0.00232954,128.521,6,7.51
2vxn,-44.0988,-37.0346,-0.0423356,93.9256,3.5,5
2vyt,-27.1081,-4.02857,-0.0200171,40.6535,6.5,2.74
2vzr,-35.0033,-25.0213,-0.0202591,80.223,3,4.28
2w08,-26.8781,-18.8081,0.0587343,75.8294,4.5,3.42
2w26,-104.074,-10.5637,-0.00342549,101.618,5,9.4
2w47,-37.3372,-27.8877,-0.00623313,92.2363,6.5,4.98
2w5g,-58.2966,-28.2023,-0.0593864,157.674,9,6.07
2w67,-61.5604,-27.3965,-0.030511,119.264,2.5,4.96
2w7y,-96.687,-45.3949,-0.0137749,221.46,11.5,6.08
2w8j,-80.4085,-36.4211,-0.0656171,199.625,8,2.96
2w8w,-81.9876,-23.5666,-0.0413765,196.41,8,2.12
2w8y,-107.152,-3.69998,-0.00331931,38.5447,3.5,9.09
2w9h,-62.4871,-19.1009,-0.0296864,119.544,5.5,6.37
2wb5,-81.9129,-30.3898,-0.00509172,122.343,7.5,9.13
2wc3,-79.0298,-18.6572,0.00611724,127.251,9,6.08
2wc4,-78.6357,-22.8901,0.00542234,118.916,9,5.29
2we3,-70.8774,-36.7617,-0.0383258,157.419,9,4.43
2web,-110.103,-18.7285,0.0702547,152.084,14,5.12
2wec,-87.921,-20.044,0.0348356,131.693,13,3.96
2wed,-100.201,-17.6167,0.0672213,146.673,8,6.1
2weh,-43.7435,-7.69755,-0.00167806,47.9061,1.5,5.95
2wej,-36.6897,-8.34525,-0.00165031,41.3363,1.5,6.08
2weo,-39.1599,-8.91776,-0.00169084,50.9484,1.5,6.93
2weq,-89.0511,-14.7881,-0.00540842,132.965,7,5.9
2wf5,-64.936,-28.6105,-0.0379952,149.261,5,6
2wgj,-90.7418,-5.89001,0.00116649,125.421,5.5,8.7
2whp,-67.2308,-7.53256,-0.00393367,82.8791,5,4
2wjg,-79.059,-41.8984,-0.0712043,158.887,7.5,7.1
2wk6,-46.3333,-11.9962,-0.00789128,73.1642,0,3.32
2wky,-69.112,-40.6901,-0.0599887,112.077,3.5,8.59
2wkz,-143.905,-21.4248,-0.0204884,163.382,16,8.77
2wl0,-145.856,-21.7089,-0.0197676,172.868,16,7.8
2wly,-81.3108,-25.2581,-0.0060541,145.479,8.5,6.6
2wlz,-83.0232,-28.8359,-0.0051051,153.411,7.5,4.6
2wm0,-112.829,-33.3702,-0.00526326,215.915,12.5,4.52
2wnj,-81.5078,-5.065,0.00129977,75.4909,4,6.48
2wor,-50.4834,-5.49916,0.00118385,50.1042,3,3.9
2wos,-65.4303,-3.80202,-0.0126043,60.0209,3,3.9
2wq5,-73.8719,-12.3174,-0.00315439,122.074,5,3.74
2wqp,-89.1356,-57.0522,-0.0453818,232.391,13.5,5.51
2wr8,-119.576,-46.7605,-0.0457671,238.364,9,5.44
2wuf,-72.5465,-8.79661,-0.0141564,70.9837,7,4.29
2wva,-110.111,-34.921,0.038176,220.419,8.5,10.7
2wvz,-56.7475,-22.57,0.0110861,132.761,3,4.02
2wyf,-44.2348,-37.6982,0.00206702,88.9982,8.5,4.43
2wyg,-96.889,-8.46204,-0.00682281,87.2315,7,8.7
2wyj,-96.4676,-3.60922,-0.00448243,86.1772,7,9
2wzf,-88.1383,-41.656,0.0164371,184.859,7,7
2wzm,-110.711,-52.8442,-0.0877961,243.599,13,5.22
2wzs,-49.2228,-23.1392,0.0025201,115.767,3,3.85
2x09,-56.1195,-59.7611,-0.139379,122.412,3,3.76
2x0y,-65.9039,-12.2432,0.00200176,120.255,4,4.6
2x2r,-76.0227,-14.3512,-0.0216086,73.366,8.5,7.12
2x4z,-91.3438,-15.4363,-0.0303518,133,6,8.57
2x6x,-78.4541,-32.0867,-0.00762319,215.63,16,3.68
2x7t,-60.253,-10.661,-0.00295284,48.8043,6,6.63
2x7u,-58.6783,-10.2988,-0.00263376,60.6903,4,5.27
2x8z,-48.3908,-17.0701,-0.0187736,67.0795,3.5,7.96
2x91,-82.8589,-33.8549,-0.0325028,171.475,12.5,6.74
2x95,-100.709,-39.2673,-0.0358345,215.155,15.5,4.95
2x96,-128.702,-31.17,0.0257508,204.905,12,4.03
2x97,-96.5351,-15.7673,0.0650255,189.862,13,5.66
2xab,-70.8087,-7.30881,-0.00523361,76.3884,3,9.27
2xb7,-91.6525,-8.41929,-0.0352452,136.41,9,9.19
2xbp,-115.676,-47.9534,-0.105136,273.303,9.5,5.02
2xbw,-129.71,-14.0948,-0.00415928,118.321,6.5,8
2xbx,-125.049,-10.3276,-0.00532475,121.017,6,7.82
2xc0,-127.797,-5.6535,-0.00464121,140.461,7,6.72
2xc4,-123.955,-11.2981,-0.00106942,137.166,7,8.05
2xd9,-79.021,-37.0784,0.0024586,106.762,3.5,6.46
2xda,-86.9079,-38.0785,-0.00205414,113.034,5.5,6.22
2xde,-71.0546,-13.1622,-0.00814995,58.3105,7,5.47
2xdk,-41.3876,-6.30265,-0.0185835,91.5789,1.5,3.6
2xdx,-57.7556,-6.5376,-0.0169171,98.0124,2.5,6.46
2xef,-174.143,-57.1586,-0.0381337,380.266,41,9.84
2xeg,-156.46,-51.6307,-0.0348967,338.338,29,10.7
2xei,-138.927,-52.2701,-0.0596262,313.015,23,10.62
2xej,-104.059,-52.5598,-0.0488032,265.072,26,8.87
2xg9,-55.4449,-30.8451,-0.0201342,164.255,7.5,4.15
2xhm,-98.1018,-25.7678,0.0418772,169.182,13,6.8
2xht,-61.7397,-4.2087,-0.00683692,64.2848,2.5,5.96
2xib,-47.5115,-25.5132,-0.036338,94.4613,1.5,7.26
2xj1,-77.7806,-21.0363,-0.0434263,111.79,5.5,7.55
2xj2,-72.1795,-9.48885,-0.032328,106.008,4,7.18
2xjg,-71.4817,-5.99051,-0.00615307,76.2287,3.5,7.82
2xjj,-71.9563,-4.20387,0.00146171,82.0266,1.5,6.51
2xjx,-71.2707,-4.87721,-0.0166454,103.205,5,9.15
2xm1,-62.9978,-28.1637,-0.00401484,113.74,3.5,5.07
2xm2,-66.1821,-27.323,-0.00619378,121.939,4,4.62
2xmy,-88.6438,-15.159,-0.00134617,115.142,7,9.96
2xn3,-56.9378,-2.25006,-0.0202398,60.0296,3,5.92
2xn5,-73.2043,-4.29415,-0.0165966,93.9169,5.5,6.69
2xog,-81.1308,-21.1868,-0.000849124,174.459,11,3.43
2xp7,-52.3718,-28.3219,-0.096354,95.2473,3,5.77
2xpc,-86.5239,-18.4225,-0.027313,139.996,8,3.9
2xpk,-103.783,-30.6897,-0.00440853,150.303,9,11.3
2xxr,-45.3046,-34.7788,-0.0565665,109.567,4.5,6.55
2xxt,-56.8196,-28.7423,-0.0548585,101.98,4,8.05
2xxx,-46.5978,-34.9605,-0.0601854,111.204,4.5,6.41
2xy9,-143.126,-25.3018,-0.0121048,220.249,16.5,9.19
2xyd,-151.592,-36.9004,0.00132782,251.797,16.5,6.82
2xye,-132.917,-29.6717,-0.023786,153.45,18.5,8.34
2xyf,-129.013,-24.5405,-0.0187409,153.366,18.5,8.44
2xyt,-97.2399,-3.53986,-0.0395627,141.71,3,6.29
2y5f,-102.749,-2.61552,-0.00333523,111.15,7.5,8.7
2y5g,-98.4386,-4.6674,-0.00729123,112.66,6,6.84
2y7i,-65.2152,-51.8573,-0.105662,150.8,5.5,5.54
2y7p,-38.6406,-5.91035,-0.00846056,58.4016,1.5,5.47
2y7x,-109.271,-10.2922,-0.00825099,105.789,4,8.89
2y7z,-109.175,-6.77219,-0.00497111,94.033,5,8.7
2y80,-109.074,-6.70099,-0.00694972,95.1414,5,8.05
2y81,-113.231,-5.1499,-0.00709035,100.758,5,8.7
2y82,-111.731,-4.87683,-0.00486343,99.1028,5,8.4
2y8c,-78.7692,-13.6031,-0.000598247,97.9355,12.5,6.4
2y9g,-38.0637,-16.6981,0.00387627,84.414,8,3.77
2ya6,-66.2828,-37.2122,-0.0502651,143.303,7,5.7
2ya7,-74.7989,-46.4155,-0.0874327,185.074,7.5,3.14
2ya8,-55.5206,-33.9942,-0.101814,107.548,6.5,5.75
2yay,-102.07,-45.3193,0.0137538,235.343,9,6.1
2yaz,-78.0277,-37.5399,-0.0336263,154.112,4.5,5.14
2yb0,-65.2786,-24.5,-0.00166748,116.142,3,3.85
2ybu,-81.8767,-12.8985,-0.00347297,142.087,4,6.38
2ydt,-64.455,-25.3357,-0.0371762,133.463,6.5,5.52
2ydw,-70.1283,-6.04731,-0.000549661,79.2568,5,7.34
2yek,-68.7346,-0.652924,-0.000739348,77.9917,5,7.21
2yel,-70.1782,-5.5439,0.000587761,75.3026,5,7.28
2yfa,-27.5409,-34.0032,-0.0733143,72.7145,3.5,5.07
2yfx,-75.174,-8.70691,-0.00570801,109.707,5.5,8.09
2ygf,-89.4024,-13.8898,-0.0122866,122.735,5.5,5.09
2yhw,-59.9404,-33.0627,0.00521792,129.119,4,5.6
2yi0,-75.6994,-7.02252,0.000571584,95.0228,4,8.12
2yi7,-73.3756,-6.88181,0.000202628,94.0333,5,8.32
2yix,-97.6874,-13.2887,0.000831713,98.6118,6,8.48
2yk1,-56.0699,-5.11861,-0.022625,54.9742,1,8.13
2ylc,-52.4487,-14.9836,-0.0149143,100.592,5,7.89
2yln,-34.7573,-23.3363,-0.0349275,80.41,3,7.68
2yme,-59.3463,-0.214229,-0.0189845,70.5378,2,7.66
2ypi,-38.115,-25.5266,-0.0187848,92.5207,3,4.82
2ypo,-47.4925,-24.7381,-0.0328264,79.9896,3.5,4.68
2ypp,-47.1755,-27.1829,-0.0337828,96.5011,4,4.41
2yxj,-127.5,-4.79052,-0.00829823,123.532,16,9.3
2yz3,-49.8038,-7.45471,0.0172836,54.7236,6.5,6.66
2z1w,-51.535,-15.5932,-0.0123961,93.9392,3,4.08
2z4o,-122.786,-17.3371,0.00205779,132.571,12.5,9.57
2z94,-14.6573,-1.66443,4.02561e-05,21.6579,1,5.85
2za0,-56.8936,-21.5141,0.00435993,77.1484,5.5,6.64
2za5,-99.9487,-18.6898,-0.0463922,110.958,4.5,8.43
2zc9,-92.982,-13.0655,-0.00700581,85.0084,6.5,6.74
2zcs,-76.6051,-8.14372,0.0110602,98.5056,7,8.22
2zdk,-88.1342,-27.9577,-0.00734004,99.9429,7.5,6.37
2zdl,-85.931,-26.4895,-0.00764991,106.505,7.5,6.4
2zdm,-89.6017,-27.3597,-0.0080309,106.62,7.5,6.41
2zdn,-86.7766,-26.7304,-0.00929492,101.31,7.5,6.25
2zfp,-76.9848,-13.7435,-0.00769167,84.7813,5.5,5.17
2zfs,-89.8303,-25.0043,-0.0068738,112.759,7.5,6.54
2zft,-86.5097,-22.2857,-0.00559864,112.58,7.5,6.52
2zgx,-81.9631,-30.0095,-0.0109626,121.257,7,6.74
2zjw,-58.4044,-5.7966,-0.00392874,116.784,3,7.7
2zkj,-84.1652,-34.7327,-0.0288456,217.595,7.5,5.48
2zmm,-83.0055,-22.9733,-0.0652386,121.46,7,7.6
2zn7,-83.1768,-18.6605,-0.0647961,118.65,8,7.89
2zpk,-107.448,-28.7024,0.000768666,154.161,20.5,7.76
2zq0,-111.537,-50.8241,-0.0644959,257.948,15.5,6.82
2zq2,-95.4089,-31.8022,-0.00756329,112.909,7.5,6.56
2zwz,-57.0451,-30.929,-0.0882671,127.008,3,7.79
2zx6,-86.4941,-28.1819,-0.0565715,153.419,5.5,10.6
2zx7,-78.2557,-30.0837,-0.0582886,153.208,4.5,10.49
2zx8,-91.2524,-32.7644,-0.0574372,150.28,4.5,9.64
2zxd,-51.7622,-22.2832,-0.0384311,90.3895,2.5,5.22
2zxg,-89.3472,-26.4539,0.00102123,165.555,10.5,8.82
2zym,-134.015,-31.4553,-0.000470013,332.902,15,6.14
2zz1,-78.7384,-51.4439,-0.0441236,177.081,5,4.54
2zz2,-78.8729,-48.2261,-0.0403542,173.348,5,4.54
3a1c,-98.9215,-36.937,0.0246984,247.328,9,4
3a1d,-83.2875,-31.4663,-0.00742652,212.989,7,4.12
3a1e,-99.0572,-34.6436,0.0176419,249.265,9,2.66
3a1s,-67.9559,-34.5412,-0.0591128,151.615,7.5,4.83
3a2o,-121.428,-11.4137,-0.000295201,136.978,12,9.08
3a5y,-123.358,-48.833,-0.110043,257.477,12.5,7.96
3a6t,-74.3629,-30.5918,-0.0244067,170.754,5,7.28
3a9i,-42.151,-25.0459,-0.0651927,123.144,6,4.15
3aaq,-102.043,-30.0962,0.0018874,231.605,11,3.3
3aas,-57.9405,-19.4299,-0.0156423,119.229,4.5,4.51
3aau,-80.7011,-29.1515,-0.00483903,165.645,8,5.05
3acl,-95.0943,-0.0896304,-0.00292843,74.139,7,6.22
3acx,-77.9127,-0.175007,-0.0126469,50.7547,9,5.7
3adv,-40.1686,-8.74305,-0.00615842,73.1722,3,3.03
3afk,-49.1852,-33.45,-0.00544902,115.387,14,3.6
3agl,-149.176,-56.0075,-0.0881547,336.473,29.5,7.8
3ahn,-119.394,-27.8587,0.00474291,212.176,19,7.05
3aho,-115.466,-23.0102,0.0236974,200.108,15.5,7.05
3ai8,-53.1679,-6.84433,0.00690768,75.234,1.5,3.81
3aid,-88.7166,-12.115,-0.0143149,99.214,12.5,6.86
3alt,-38.8818,-22.9995,0.00532732,80.8146,8,2.92
3ama,-83.4218,-14.7408,0.00527198,150.451,5,6.53
3ao1,-45.7788,-0.28574,0.000101768,52.8788,0.5,2.26
3ao2,-71.4435,-0.223717,0.00396889,81.4035,1,3.77
3ao5,-69.6677,-0.359326,0.00559535,79.6297,1,2.23
3ap4,-41.8942,-26.6732,0.00113477,94.9465,8,3.92
3aqt,-35.8147,-4.89345,-0.0060539,42.6173,1,6.72
3arr,-59.9923,-5.57135,-0.00243224,70.9829,5,5.4
3arw,-58.8623,-0.0174291,0.000911462,73.4652,2,6.15
3arx,-65.1895,-0.270682,0.00257774,70.7306,7,5.33
3axz,-85.5325,-26.7147,-0.0025898,169.362,4,3.43
3b24,-37.4278,-7.17886,-0.0170929,84.0297,2,4.38
3b25,-52.9058,-6.22975,-0.0174334,81.5865,2.5,6.07
3b26,-61.4087,-5.96355,-0.0175434,97.2805,1.5,6.64
3b2q,-95.3616,-5.30253,0.0340333,272.602,9,4.55
3b3c,-42.3974,-13.7951,0.0418793,87.2059,3.5,3.98
3b3s,-34.0531,-14.0513,-0.0200772,56.4182,3.5,2.55
3b3w,-40.2086,-12.5202,-0.00290021,64.2718,3.5,4.19
3b3x,-39.063,-24.8331,-0.0198316,120.552,5.5,3.6
3b4f,-74.6755,-19.1999,-0.00465529,111.649,4,8.14
3b4p,-56.7509,-16.5292,-0.00922133,60.6951,3,5.4
3b50,-66.9838,-23.9901,-0.0163396,179.041,7.5,7.55
3b5j,-70.447,-31.303,-0.0804756,150.712,9,5.68
3b66,-103.262,-6.97706,-0.00679772,118.495,7.5,8.6
3b67,-100.56,-7.19742,-0.011984,157.565,7.5,8.85
3b7i,-40.0429,-9.9641,0.0475025,84.9132,3.5,5.82
3b7j,-38.5059,-0.00250251,-0.000158701,32.9736,0.5,5.17
3b7r,-94.6458,-30.3436,-0.0275579,178.438,9.5,7.7
3b7u,-75.062,-29.7252,-0.0288097,120.169,7.5,7.74
3b92,-71.7389,-8.08881,-0.00118832,50.1809,7.5,8
3bbb,-64.1434,-13.6201,-0.0237289,185.519,10,7
3bbf,-68.4698,-23.9907,-0.0584786,187.909,7.5,5.28
3be9,-87.2837,-16.0577,-0.000604301,125.645,2,7.62
3bex,-51.1017,-23.0127,-0.01614,95.0064,7,5.57
3bf1,-62.3476,-19.9759,-0.0212676,158.233,7,2.52
3bft,-57.8554,-33.8041,-0.0596254,129.211,4,6.49
3bfu,-59.7424,-37.2425,-0.0526934,128.269,4,6.27
3bgb,-101.161,-12.8634,-0.0487402,122.405,15,6.05
3bgc,-124.692,-13.2062,-0.0452204,134.01,15,5.02
3bgq,-65.3022,-0.196421,0.00519572,90.2096,4,7.96
3bgs,-69.0845,-17.3853,-0.0105345,135.97,4,9.42
3bkk,-111.188,-25.5984,-0.0226458,155.459,13,6.08
3bkl,-119.027,-25.803,-0.0236908,190.417,13,6.17
3bl0,-41.4641,-14.9241,-0.00371169,72.6355,3.5,6.92
3bl1,-65.6467,-9.48332,-0.000995426,86.6637,3.5,5.6
3bpc,-51.6747,-23.8227,-0.0459386,130.051,13.5,4.8
3bqc,-62.2338,-3.73548,0.00508318,86.9363,1.5,5.73
3bra,-23.5041,-5.68056,-0.0290116,48.2791,3,2.7
3brn,-52.1006,-9.75045,-0.033102,84.0161,3,8.7
3bu1,-36.5318,-13.9789,-0.0393321,81.7379,2.5,8.15
3buf,-26.0538,-9.69467,-0.028917,48.2752,3,3.1
3bug,-30.7554,-7.11587,-0.0245161,50.7314,4,3.18
3buh,-39.4165,-7.15258,-0.0295521,50.949,4,3.66
3bva,-142.638,-53.1873,-0.0033311,207.207,29.5,6.52
3bvb,-114.287,-21.2621,-0.00369789,129.63,13,5.49
3bwj,-131.714,-42.1137,-0.0313997,290.49,21.5,6.5
3bxe,-39.5056,-24.8155,-0.0667637,88.4324,4.5,5.48
3bxf,-70.8549,-43.4067,-0.127038,173.944,7.5,5.54
3bxg,-69.1473,-41.5585,-0.0665903,150.463,5,4.96
3bxh,-65.3285,-37.4555,-0.0648115,149.061,6,4.03
3bzf,-156.429,-48.0974,-0.0872237,243.005,30.5,4.52
3c2f,-43.7683,-31.7613,-0.0888319,162.031,8,2
3c2o,-43.1497,-16.4678,-0.0531985,103.856,2,3.35
3c2r,-43.7752,-14.7646,-0.0574878,89.575,2,3.11
3c2u,-72.5729,-25.0296,-0.0837961,176.623,15,2.9
3c39,-38.4502,-41.3266,-0.0987313,98.3055,4.5,3.96
3c4h,-53.0048,-12.9738,-0.00503154,52.9879,0,5.7
3c52,-51.3177,-33.1272,-0.061966,104.099,3.5,7.3
3c56,-68.9518,-42.0088,-0.0840775,148.971,8.5,7.89
3c79,-71.2547,-3.37373,-0.00827608,97.8908,4,7.2
3c84,-72.6687,-2.80619,-0.000834574,67.8451,3,7.85
3c88,-83.9553,-42.913,-0.0850965,246.742,17.5,6.8
3c89,-85.8953,-48.3307,-0.0801007,242.136,19,6.07
3c8a,-83.6253,-45.899,-0.078802,238.004,18,6.18
3c8b,-87.5704,-52.4947,-0.0799762,233.193,18,6.1
3c8e,-65.5777,-35.6357,-0.0625725,169.694,11,4.15
3cct,-100.144,-25.1599,-0.0674512,167.98,13.5,7.56
3ccw,-90.3011,-24.2928,-0.0565784,162.177,13,7.87
3ccz,-90.4731,-22.6877,-0.0581315,166.554,14.5,7.29
3cd0,-95.0819,-23.4876,-0.0598626,171.153,13,7.57
3cd5,-106.437,-20.4559,-0.0600234,152.353,12,7.9
3cd7,-102.808,-26.4206,-0.0699154,166.842,13,7.84
3cda,-109.075,-25.3849,-0.0656825,175.843,14.5,7.58
3cdb,-101.223,-25.8334,-0.0634255,175.675,15,7.02
3cf8,-61.9941,-0.624779,-0.000506895,89.3917,3.5,4.9
3cfn,-56.8704,-6.80309,-0.0319147,73.4956,3,5
3cft,-44.2225,-2.81662,-0.037676,68.1777,1.5,4.19
3cj2,-51.7933,-3.17958,-0.004841,38.7649,1.5,4.85
3cj5,-68.2251,-8.66145,-0.00742066,61.6479,5,6.34
3ckb,-66.0555,-14.0376,-0.00224442,141.571,12.5,2.98
3cke,-59.5801,-9.5355,0.0260258,90.0803,13,6.1
3ckp,-109.381,-29.9511,-0.0339381,158.101,13.5,6.35
3ckz,-76.868,-46.5861,-0.0712612,201.014,7.5,8.72
3cl0,-60.3968,-25.7819,-0.0752142,119.591,6.5,7.07
3cm2,-74.5818,-20.71,-0.0496128,83.6984,9,6.47
3cow,-110.248,-41.3479,0.00295274,191.863,8.5,6.9
3cr5,-46.3695,-0.134773,-0.00259301,59.4556,11.5,4.19
3cs7,-109.62,-5.19685,-0.00731133,123.289,7,10.68
3ctt,-57.4596,-26.8636,-0.0620359,131.702,3.5,6.35
3cyw,-113.045,-20.7982,0.00180914,118.564,13,7.77
3cyz,-40.7085,-0.179122,0.0230394,25.734,7,7.22
3cz1,-46.7277,-5.50152,-0.000647856,18.7591,5,7.26
3czv,-44.632,-9.35068,-0.0014981,81.7301,2.5,7.8
3d0b,-86.0884,-5.07797,-0.00161001,94.5069,6,6.54
3d0e,-105.4,-28.6858,-0.0573348,164.546,8,8.4
3d1x,-131.557,-35.1346,-0.0209377,159.367,13.5,8.66
3d1y,-131.513,-35.1428,-0.0225012,158.576,13.5,8.22
3d1z,-116.027,-19.4431,0.00208743,121.305,13,8.8
3d2e,-111.631,-46.2063,0.000446188,287.14,9,6.42
3d4y,-59.2519,-27.7974,-0.00954289,122.391,3,5.7
3d50,-66.0076,-32.2975,-0.0601014,117.593,11,4.77
3d51,-56.8137,-30.168,-0.00327782,124.192,3.5,4.15
3d52,-71.539,-34.0709,-0.0121043,148.442,6,3.28
3d6o,-42.573,-12.3743,0.0031199,91.7345,4,4.11
3d6p,-43.6118,-13.0205,0.00243286,95.0124,4,3.75
3d78,-47.474,-7.48836,-0.000427321,16.5173,5,7.64
3d7b,-43.415,-11.7687,0.00371487,94.0648,4,3.69
3d7k,-141.544,-49.9468,0.0556802,272.177,13,4.6
3d7z,-94.6847,-12.2375,-0.00302044,78.6801,6,7.92
3d83,-105.892,-13.0375,-0.00431472,108.948,7,8.36
3d8w,-51.3063,-15.9571,-0.00227599,84.5517,3.5,8.15
3d8y,-41.7979,-8.80979,0.00478198,75.9713,3.5,3.4
3d8z,-43.8116,-7.54277,0.00926248,79.3891,3.5,3.37
3d91,-123.748,-31.795,-0.00670399,135.843,17,9.15
3d9z,-49.5726,-11.0042,-0.00144554,72.3937,1.5,8.7
3da9,-75.4033,-14.2286,-0.00619662,79.4487,7.5,5.51
3daz,-45.0161,-10.4763,-0.00135364,77.4302,2.5,7.93
3dbu,-51.4066,-16.499,-0.0022829,84.2414,4.5,8.06
3dc3,-43.4411,-12.759,-0.00139201,82.1508,4,8.31
3dcc,-50.3431,-13.3102,-0.00167931,74.5512,1.5,8.96
3dd8,-56.3836,-8.94955,-0.00211994,51.1037,4.5,7.85
