receptor,van_der_Waals,hydrogen_bonding,hydrophobic_contact,tors,exp_binding_affinity
4f7v,-885.417,0,11.0473,11,5.38
4f9u,-398.216,0,27.669,8.5,6.03
4f9y,-472.192,0,89.7431,3,6.74
4fai,-418.117,0,28.5763,8,6.99
4fcf,-458.997,0,72.7241,15.5,8.62
4fcq,-501.811,0,77.3903,2,7
4fev,-386.811,0,50.2212,2,5.42
4few,-376.218,0,50.3437,1.5,5.21
4ffs,-626.698,0,39.4611,8,10.44
4fht,-341.98,0,26.4959,2,6.17
4fk6,-541.802,0.841021,35.4548,4,9.7
4fl1,-443.624,0.048664,0,9.5,3.28
4fl2,-615.131,0.150005,0,9.5,3.66
4flp,-438.078,0,75.6216,4,6.72
4fm7,-539.845,0.6494,64.7089,5.5,7.24
4fm8,-524.555,0.0873167,72.6876,5,5.97
4fnn,-299.912,0,23.6881,16,7.57
4fp1,-248.169,0,42.0828,2.5,4.57
4fs4,-468.298,0,61.9871,3.5,6.57
4fsl,-612.759,0,61.7237,9,7.7
4fut,-644.135,0,0,9,6.51
4fxp,-558.097,0.942856,0,7.5,4.09
4fxq,-542.801,0,55.2883,3.5,5.77
4fys,-762.683,0.941544,80.9813,16,4.82
4fz3,-532.518,0.417861,44.9418,21,3.73
4fzj,-172.136,0,5.02276,1,3.15
4g0p,-281.884,0,5.7333,5,3.01
4g0q,-285.032,0,5.80499,5.5,2.52
4g0y,-307.959,0,0,5.5,2.3
4g0z,-312.054,0,0,5.5,2.21
4g4p,-301.744,1,19.8977,4.5,6.89
4g5f,-274.324,0,21.8542,1,3.05
4g8m,-330.263,0,27.4047,3.5,7.89
4g8n,-321.048,0,27.815,3.5,7.2
4g8v,-380.225,0.663167,3.41108,6.5,5.8
4g8y,-392.052,0,4.67254,6,4.59
4g90,-380.123,0.67014,0.988771,6,4.51
4g95,-446.288,0.873229,48.529,3.5,7.61
4gah,-812.585,1.43207,30.8012,30.5,6.1
4gbd,-568.285,0.250578,0,4.5,11.32
4ge1,-268.978,0,59.7003,2.5,6.43
4gfo,-399.626,0,33.9165,2,6.62
4gg7,-654.33,0,65.2336,7,8.2
4ggz,-465.603,0.963057,44.9993,5.5,10.18
4ghi,-561.232,0,43.7715,3,7.09
4gih,-481.07,0,40.6204,4,8.32
4gii,-510.475,0,38.0717,4,8.74
4gj2,-501.484,0,41.8539,4,8.6
4gj3,-525.989,0,38.0282,4,8.85
4gkh,-425.146,0,65.7685,2.5,4.67
4gki,-369.717,0,54.3823,3.5,4.46
4gny,-311.762,0,115.971,12,4.22
4gq4,-479.72,0,24.4643,3,7.66
4gql,-970.629,0.326342,82.1535,15,9.59
4gqp,-328.125,0,100.026,3,9.6
4gqq,-247.593,0,25.3422,6,2.89
4gqr,-359.143,0,18.9918,4,3.96
4gr3,-797.818,0,49.5046,14,7.81
4gr8,-728.255,0,45.2576,10,7.83
4gu6,-600.744,0,42.7575,6,7.36
4gu9,-331.209,0,16.3705,2,4.37
4gue,-555.393,0.372712,70.4661,6.5,5.24
4gzp,-354.194,0.909053,23.0362,5.5,7.84
4gzt,-309.501,0.895017,24.0912,5.5,7.77
4gzw,-426.871,1.1879,8.18941,17,4.52
4gzx,-390.372,0.376361,8.19355,12,3.19
4h3f,-646.137,0,37.9834,4,9
4h3g,-616.142,0,37.099,3,8.22
4h3j,-603.625,0,54.8059,3,7.05
4h42,-348.949,0,4.43199,3,3.47
4h75,-730.453,0,31.7812,28.5,6.6
4h7q,-246.85,0,29.284,3,5.06
4h81,-327.779,0,69.4517,3,5.12
4h85,-249.796,0.857409,39.3539,3,5.15
4ha5,-389.345,0,32.9347,2,7.24
4hbm,-513.147,0,93.2302,6.5,7.92
4hdb,-791.5,0.487765,72.2158,11.5,8.05
4hdf,-774.402,0,58.1219,11.5,8.49
4hdp,-806.188,0,68.8442,11.5,7.51
4heg,-788.15,0,65.4163,11.5,8.92
4hf4,-662.694,0.716979,64.2181,6.5,8.62
4hfp,-595.939,0,50.3293,8,7.38
4hj2,-693.631,0.639681,47.6955,18.5,2.53
4hla,-747.572,0,70.9689,11,10.8
4hp0,-672.586,0,15.5454,18,6.12
4hpi,-533.832,0.479364,10.5362,13,4.85
4ht0,-423.945,0,33.2306,3.5,8
4ht2,-401.319,0,19.654,3.5,6.54
4hu1,-378.593,0,19.1868,5,7.54
4hw3,-530.137,0,107.349,6,6.49
4hwo,-699.145,0.365083,47.8238,6.5,8.54
4hwp,-684.194,0.354769,54.1976,6,7.76
4hws,-722.673,0.166187,55.4459,6,9.1
4hy1,-561.285,0,35.6755,4.5,8.7
4hym,-543.186,0,26.7553,4.5,8.22
4hzm,-263.931,0,6.33658,5.5,4.63
4i3z,-468.656,0.772582,0,7,4.29
4i54,-566.324,0,39.7546,5,6.96
4i5c,-534.905,0.00823032,24.2925,2,8.82
4i71,-583.51,0,11.3752,4.5,7.74
4i72,-557.514,0,10.5199,3.5,9.05
4i74,-576.316,0,10.2889,4.5,6.72
4i7j,-186.168,0,65.9465,0,3.32
4i7k,-213.924,0,77.015,0,3.04
4i7l,-212.369,0,55.8815,0.5,3.99
4i7m,-280.962,0,86.0986,2.5,4.14
4i7p,-180.06,0,13.7622,0,3.5
4i8n,-486.918,0,54.6887,7,4.46
4i8w,-746.977,0,70.2694,13,10.9
4i8x,-257.726,0,33.6477,2,2.64
4i8z,-740.089,0.740599,73.4867,11.5,11.05
4i9h,-841.482,0,60.7874,19,7.17
4i9u,-362.503,0,30.1489,6,3.86
4ibb,-391.799,0.926456,75.9283,7.5,3.57
4ibc,-399.909,1,76.9998,7,2.98
4ibd,-388.412,0,63.4595,6,3.67
4ibe,-376.931,0,57.6295,6,4.15
4ibf,-369.59,0,53.7182,7,4.43
4ibg,-449.76,0,75.8868,7,3.97
4ibi,-470.842,0,79.2594,7,4.14
4ibj,-490.886,0.310777,93.4649,8.5,4.33
4ibk,-422.369,0,57.6561,6,4.3
4idn,-807.357,0.312428,0,9.5,5.24
4ido,-684.791,0.178827,0,7.5,4.93
4ieh,-903.664,0.742467,105.684,15,7.85
4igt,-429.418,0,19.4607,7,7.89
4ih3,-298.07,0.766629,10.9956,2,4.82
4ih6,-400.746,0,44.3856,4,4.74
4iic,-263.953,0,6.44322,2.5,4.85
4iid,-285.602,0.911463,0,3,5.62
4iie,-284.332,0.851686,1.66112,2,2.34
4iif,-318.121,0.848969,7.65529,2,5.18
4ij1,-411.829,0.726138,49.6225,4,5.4
4ijh,-374.245,1.15263,29.2805,3.5,4.33
4in9,-551.684,0,54.8096,10,4.97
4io2,-282.068,0,12.5035,4.5,6.7
4io3,-248.242,0,7,3.5,6.06
4io4,-206.104,0,0,3,4.61
4io5,-177.513,0,6.89815,1.5,5.03
4io6,-269.753,0,7.10014,4.5,4.82
4io7,-331.758,0,28.6641,3.5,3.68
4ipi,-214.237,0,5.10966,3.5,5.32
4ipj,-202.087,0.00355001,1.82913,3.5,4.87
4ipn,-468.591,1,0,9.5,3.39
4ish,-665.338,0,44.8489,6,8.72
4isi,-658.342,0,29.9396,7.5,8.14
4isu,-316.559,0.708708,8.01064,3,3.68
4itp,-343.769,0,47.2716,5.5,7.27
4iue,-523.354,0,112.427,1,6.55
4iuo,-318.709,0,13.7344,3,3.64
4iva,-477.412,0,31.3334,2.5,7.16
4iwz,-354.692,0,25.2504,4.5,7.29
4j22,-572.444,0,117.196,5,7.74
4j44,-369.089,0,35.6103,8.5,5.73
4j45,-357.012,0,23.0423,8,5.77
4j46,-403.184,0,35.4765,7.5,5.28
4j47,-415.066,0,30.054,9,4.92
4j48,-397.644,0,31.5585,12.5,5.62
4j74,-304.091,0,64.0205,2,4.59
4j7d,-457.555,0,88.7544,6,4.7
4j7e,-398.122,0,61.4551,6,4.85
4j93,-383.05,0,56.7631,2,4.7
4jal,-610.303,0.564868,2.69413,8.5,4.6
4jc1,-229.836,0.0143473,0,8,4.3
4je7,-544.814,0.899266,44.9566,10,6.4
4je8,-402.995,0.780396,4.6665,9,5.21
4jfk,-665.195,0,70.3614,8,6.44
4jfm,-465.094,0,58.9636,10,5.48
4jh0,-432.121,0,44.5312,4.5,9.03
4jkw,-248.201,0.036735,29.2107,6,4.16
4jn2,-667.877,0,76.7793,9.5,11.68
4jne,-701.468,1.56793,0,9,5.86
4jpx,-318.161,0,53.0569,3.5,5.15
4jpy,-320.451,0.955236,54.418,3.5,4.43
4jsa,-226.972,0,26.9943,1.5,4.96
4jss,-176.944,0,11.9541,0.5,3.3
4jv6,-429.177,0,112.934,2,6.66
4jv8,-456.4,0,81.7496,1,5.85
4jwk,-306.973,0.295273,4.77509,3.5,8.32
4jx9,-240.68,1,4.79246,3.5,8.62
4jyb,-550.283,0.380416,0,9.5,6.96
4jyc,-465.7,0,0,7.5,6.7
4jym,-272.765,0,47.9731,0,5.04
4jyt,-693.869,0,38.5522,10,7.4
4jz1,-744.271,0,56.7821,10,6.7
4jzi,-652.842,0,34.3054,9.5,7.4
4k0o,-343.326,0,0.78738,9,3
4k0y,-499.708,0,71.3474,3.5,7.82
4k3h,-653.533,0,135.371,4.5,6.85
4k3n,-362.502,0.285162,16.3592,3.5,7.96
4k4j,-529.375,0,136.808,4,6.12
4k55,-225.572,0.379695,12.9674,7.5,5.51
4k5p,-379.951,0.63772,37.5275,4,3.46
4k6i,-597.226,0,163.321,3,6.2
4k7i,-153.956,0.566001,17.1196,1,2.82
4k7n,-182.22,0.499676,25.2888,1,3.48
4k7o,-217.198,0.81855,36.8699,2,4.3
4k9y,-783.913,0,90.9235,5.5,6.95
4kao,-656.632,0,92.4271,5,6.11
4kax,-670.03,0,0,9,4.77
4kb9,-806.805,0,90.5421,11.5,11
4kcx,-382.93,0,46.5982,8,4.43
4keq,-313.659,0,32.9558,0.5,3.82
4kfq,-334.361,0,34.3557,0.5,8.23
4kif,-276.369,0.02965,55.8196,3,4.84
4kiu,-605.189,0.65353,43.0789,6,3.85
4km0,-337.481,0.728197,55.1741,3,6.04
4km2,-389.304,0.714273,28.858,5.5,5.84
4kmz,-762.418,0,40.4235,8.5,8.57
4kn0,-731.374,0,42.5331,8.5,7.4
4kn1,-713.044,0.672564,42.8424,9,6.84
4kni,-412.553,0,55.1309,5.5,7.78
4knj,-380.359,0,37.3956,5.5,7.95
4knm,-387.79,0,47.4494,5.5,8
4knn,-391.149,0,34.0236,5.5,7.78
4ko8,-668.761,1.04745,0,9.5,7.15
4kow,-553.968,0,23.4701,8,4.31
4kp5,-393.509,0,33.009,5.5,6.08
4kp8,-342.176,0,24.4329,5.5,5.48
4kqp,-297.367,1,19.3939,4.5,6.05
4ks1,-397.467,1.40984,26.4907,5.5,8.82
4ks4,-502.396,0,36.5139,8.5,7.14
4ksy,-928.63,0,0,4,8.42
4kwf,-462.791,0,105.093,2,4.82
4kwg,-328.219,0,57.6396,0,6
4kwo,-630.357,0,27.6486,7,6.45
4kx8,-536.589,1,31.7895,12,7.13
4kxb,-491.599,1,58.1634,8,4.12
4kxn,-600.145,1.29403,8.23868,7,6.1
4kyh,-300.026,0,50.7139,5,5.92
4kyk,-374.262,0,60.5213,4,4.74
4kz3,-225.153,0,11.2641,2.5,2.77
4kz4,-325.347,0,35.4139,5,4.15
4kz7,-239.749,0,19.1826,1,2.49
4kzb,-255.805,0.882729,8.21774,3,2.89
4l19,-471.228,0,53.4978,3,6.1
4l2l,-554.361,0,128.129,3.5,5.7
4l4v,-569.579,1.32513,9.5325,7.5,5.78
4l4z,-333.056,0,8.27293,6.5,5.68
4l50,-422.721,0.632358,43.4611,8.5,6.06
4l51,-346.549,0,0,4.5,3
4l6t,-555.218,1.29938,10.349,26,7.49
4l9i,-438.92,0,34.1385,4,4.89
4lar,-288.7,0,96.2605,2.5,4.68
4lbu,-687.217,0,27.1666,7,6.56
4lch,-612.046,0,87.6724,9,10.62
4leq,-648.53,0,27.1005,6.5,6.54
4lhm,-352.051,0.462791,18.5588,5,3.39
4lhv,-537.54,0.194842,0,7.5,10
4lj5,-495.157,0,0,7,6.29
4lj8,-523.053,0,0,7,5.82
4ljh,-320.698,0,7.11518,5,4.71
4lk7,-335.321,0.445656,7.58538,5.5,5.04
4lkk,-368.805,1.77499,9.49243,12,5.92
4lko,-404.205,0.677567,41.1473,5.5,8.22
4lkq,-201.755,0,9.80646,1,3.35
4ll3,-741.889,0,65.9405,11,11.57
4llj,-214.015,0,49.8918,1,3.42
4llk,-251.341,0,46.8595,0,3
4llp,-159.082,0,42.4758,1,4.8
4lm0,-188.492,0,33.4111,1,3.25
4lm1,-252.838,0,53.8221,1,3.23
4lm2,-246.343,0.977528,32.5499,1.5,3.03
4lm3,-262.285,0,38.1387,1,2.92
4lm4,-232.291,0,38.6753,0.5,3.04
4loh,-936.504,0,0,3,6.96
4loi,-916.616,0,0,3.5,6.77
4loo,-499.199,0,51.6669,1.5,8.15
4lov,-347.697,1.4376,23.12,9,7.77
4loy,-708.34,0,48.7662,7,8.09
4lps,-459.844,0,0,7.5,5.74
4lrr,-453.618,0.0799077,52.6081,4,5.22
4luz,-501.793,1.04434,63.5625,8,4.7
4lvt,-979.401,0,124.913,16,10.36
4lw1,-216.414,1.02236,30.217,2,3.15
4lxd,-716.084,0.0269855,67.8113,10,7.23
4lxz,-391.451,0,70.0907,8.5,6.74
4ly1,-668.52,0,69.3428,4.5,7.26
4ly9,-784.851,0,49.0255,7.5,8.15
4lyw,-385.593,0,59.4812,7.5,6.63
4lzr,-370.872,0,52.7983,5,4.7
4m0e,-463.698,0,111.459,0,6.22
4m0f,-748.87,0,102.338,5,8.77
4m0r,-555.456,1.20213,51.1383,7,5.21
4m12,-663.338,0.7942,68.9818,5,6.05
4m13,-696.732,0.730993,76.2464,6,6.7
4m14,-404.426,0.535683,25.0534,5,6.7
4m2r,-403.81,0,15.3261,7.5,8.49
4m2u,-354.331,0,16.6641,3.5,8.04
4m2v,-382.153,0,12.8045,7.5,7.44
4m2w,-338.965,0,13.7026,3.5,7.28
4m3p,-157.63,0.0912133,0.412136,4,5.4
4m6u,-183.518,0.803556,0,2.5,2.74
4m7j,-534.507,2.17961,7.23113,21,6.11
4m8e,-549.451,0,148.48,4,7.89
4m8h,-542.25,0,141.851,4,7.6
4m8x,-827.379,0,55.953,17.5,10.2
4m8y,-842.055,0.294278,57.021,17.5,9.96
4mc1,-767.914,0,78.1089,8.5,7.85
4mc2,-752.921,0,73.4375,8.5,8.19
4mc6,-734.532,0,95.6769,7.5,9.59
4mc9,-751.127,0,72.5565,8.5,9.44
4mdn,-590.73,0,110.156,8,6.22
4mhy,-433.713,0,29.7792,8.5,6.47
4mhz,-409.324,0,27.9106,8.5,6.87
4mjo,-604.25,0,25.411,7,6.22
4mjp,-338.417,0.939092,54.1612,3,3.88
4mmm,-192.87,0.808623,33.4853,2,3.82
4mmp,-427.105,0.163038,12.567,7.5,7.71
4mn3,-837.285,0.938627,72.7664,17,5.75
4mnp,-413.594,0.380402,11.0487,7.5,7.34
4mo4,-456.393,0.00530309,0,7.5,4.22
4mo8,-307.642,0,8.46319,5.5,8
4mpn,-413.308,0,25.8194,4,6.62
4mr3,-332.127,0,61.5051,3.5,5.94
4mr6,-393.812,0,43.408,6.5,6.6
4mre,-200.377,0,11.5527,1,2.19
4mrg,-228.129,0,15.4091,0.5,2.96
4msa,-252.088,0,25.5887,1,3.3
4mss,-300.485,0,3.07884,2.5,6.4
4muv,-572.183,0,0,1.5,5.76
4myd,-395.136,0.0970059,31.1719,5.5,4.55
4n07,-390.043,0,16.4705,1,6.46
4n3l,-715.729,0.658996,38.3492,16,7
4n5d,-272.566,0,23.0813,0,3.22
4n6g,-230.234,0,82.7918,0.5,5.47
4n6h,-532.253,0.509026,96.7423,3,9.28
4n6z,-478.592,0.673939,16.0337,4,7.8
4n7m,-361.628,0,73.8856,1,5.47
4n7u,-123.444,0,2.36871,7.5,6.29
4n8q,-255.486,0,30.5565,1.5,3.42
4n9a,-237.613,0,35.0463,1,4.19
4n9c,-305.114,0,17.8007,1,3.9
4na9,-647.581,0,38.2216,6,7.39
4nbk,-439.789,0,71.7247,3.5,3.87
4nbl,-538.754,0,65.4679,4.5,6.33
4nbn,-641.029,0,68.2159,7,4.36
4ncn,-764.19,0.147923,0,9.5,5.67
4ndu,-265.961,0,0,4,2.74
4ngm,-758.411,0.936801,53.4545,12,10.35
4ngn,-529.224,0.94877,23.6847,11,7.55
4ngp,-807.961,0.858798,49.7037,20.5,7.96
4nh7,-614.231,0,96.441,5.5,8.4
4nh8,-591.371,0,90.4301,4,8.52
4nj9,-417.476,0,47.8356,4,6.97
4nja,-448.292,0,41.2022,4,6.22
4nkt,-441.831,0,4.93309,9.5,5.97
4nku,-457.447,0,4.89238,10.5,4.67
4nl1,-217.213,0,51.9677,3,3.89
4nnr,-557.797,0,81.2993,11.5,7.26
4non,-404.42,0,0,7.5,5.24
4np2,-269.584,0,17.2546,2,2.26
4np3,-301.266,0,14.7709,2.5,3.3
4np9,-250.5,0.644688,0,7.5,5.03
4nra,-234.793,0,30.437,0,4.19
4nuc,-384.634,0,77.5351,5.5,6.04
4nue,-399.477,0,71.9455,6,6.82
4nvp,-560.814,0.282387,13.6852,2,7.57
4nwc,-413.553,0,25.0669,7.5,5.76
4nxu,-411.76,0,0,7,5.54
4nxv,-407.947,0,0,7.5,5.42
4nyf,-421.489,0,51.6682,4,7.31
4nze,-656.217,0,41.1021,22,6.8
4o04,-513.395,0,84.9903,2,6.16
4o05,-632.925,0,96.3055,3,7.43
4o07,-648.923,0,106.347,3,7.38
4o09,-587.681,0,105.676,3,7.7
4o0a,-529.505,0.0336533,51.1088,9.5,6.72
4o0b,-613.541,0,109.445,2,8.3
4o0x,-590.708,0,59.055,4,7.17
4o0y,-551.392,0,39.9248,6,7.22
4o2b,-633.643,0,56.1697,5,5.74
4o2c,-1024.75,0,96.6758,23.5,8
4o2p,-621.565,0,69.2206,9,6.7
4o3c,-267.863,0,7.79106,3.5,2.59
4o3f,-525.01,0.0121212,16.5245,4.5,5.56
4o61,-248.431,0,8.27398,4.5,4.3
4o6w,-775.091,1.20793,130.64,22.5,8.52
4o97,-594.84,0,64.2009,12,8.52
4o9v,-681.773,0,57.2744,9.5,8
4o9w,-485.045,0.254106,28.1763,15,7.16
4oag,-429.753,1.12349,0,7,6.3
4oak,-295.939,0,12.7048,3.5,4.22
4oc0,-676.659,0.953238,32.2336,9,6.5
4oc1,-738.36,0,32.0081,10,6.6
4oc2,-731.678,0.959379,44.4083,9,8.28
4oc3,-806.039,1,43.411,10,8.28
4oc5,-818.169,0.0909449,51.4386,9.5,7.07
4ocq,-334.329,1.08415,12.8608,4,4.61
4oct,-207.555,0,13.0935,4,5.05
4oeu,-261.64,0,9.74433,3.5,7.66
4og3,-485.188,0,49.5312,7.5,6.55
4og4,-492.938,0,52.9798,7.5,6.02
4oiv,-659.736,0,74.3949,6.5,5.08
4oks,-504.911,0,45.685,8,4.48
4oma,-568.147,0.332089,21.7908,7,4.17
4omc,-886.499,0,30.2649,20,10.78
4omj,-717.621,0,232.92,20,5.26
4omk,-700.662,0,235.175,21,4.4
4or4,-431.006,0,0,7.5,4.57
4or6,-415.888,0,0,7.5,5.31
4ou3,-550.366,0.502789,2.54806,9.5,4.41
4ouj,-247.546,0.7563,0,8,2.86
4ovf,-282.816,0.389332,32.789,1,4.13
4ovg,-292.377,0.961271,31.5211,3,3.69
4ovh,-334.794,0.953403,30.3449,5,4.85
4owv,-217.202,0,34.3453,1,4.35
4ozj,-591.654,0,0,7,5.4
4p3h,-314.22,0,94.696,7,6
4p58,-374.325,0,17.0527,1,4.6
4p5d,-693.522,0.778049,40.5472,6,5.82
4p5z,-769.18,0,92.4133,5,7.41
4p6c,-336.712,0.589165,0,6.5,4
4p6w,-721.22,0,76.3001,6,9.15
4p6x,-579.307,0,53.8189,3.5,7.04
4pb2,-344.748,0.00906068,8.65521,3.5,4.8
4pee,-369.841,0,39.8235,3,8.32
4pf5,-281.838,0,0,5.5,5.48
4pft,-626.241,0,0,8,8.64
4pfu,-519.097,0,0,8,6.17
4pg9,-1008.77,1.49773,120.061,21,7.8
4pge,-1182.57,1.75759,165.343,21,7.77
4phu,-612.152,0,121.858,11,7.92
4pin,-310.941,0,5.1155,3,5.4
4pmm,-790.431,0,94.4755,8,7.57
4pnu,-397.642,1.8608,34.8629,6,4.89
4poh,-541.749,0,133.545,4,8
4poj,-551.013,0,142.137,4,8.1
4pop,-499.392,0,54.9857,4,8.13
4pow,-549.932,0.396726,17.4397,6.5,6.3
4pox,-571.386,0.318583,23.573,9,5.43
4pp0,-555.593,0.46741,15.1324,6.5,4.4
4pp3,-554.766,0,142.572,4,7.82
4pp5,-548.522,0,139.737,6,7.74
4psb,-444.637,0.297357,65.7473,2,4.64
4pum,-428.829,0,18.1075,1.5,6.73
4pv5,-315.861,0.527904,51.4603,1.5,6.54
4pyx,-535.94,0,34.3477,7,6.14
4pyy,-477.57,0,66.0568,7,7.23
4pzv,-762.538,0.0561015,12.8605,11.5,5.7
4q08,-517.545,0,31.6906,7,6.3
4q09,-489.22,0.984137,31.0633,7,8.17
4q0k,-451.329,0,74.8137,2,4.87
4q19,-527.851,0,47.263,8,8.05
4q1w,-751.648,0,70.7625,11,11.7
4q1x,-748.987,0,70.5108,11,11.15
4q1y,-739.651,0,64.5963,11,10.35
4q3t,-294.04,0.61296,2.23785,6,6.48
4q3u,-290.646,0,0.895056,5,6.44
4q46,-440.733,0,0,7,3.77
4q4o,-507.874,0,22.7182,4.5,7.46
4q4p,-449.269,0,26.0472,4,6.39
4q4q,-415.993,0,20.0052,3,5.79
4q4r,-440.251,0,16.5638,4,6.43
4q4s,-427.857,0,15.221,1.5,6.95
4q6d,-339.771,0,37.6044,3.5,7.36
4q6e,-373.255,0,36.6392,5.5,6.18
4q7p,-216.911,0,25.5765,0.5,4.32
4q7s,-206.58,0,21.8794,0.5,4.42
4q7v,-208.555,0,22.0844,0.5,3.59
4q7w,-214.81,0,29.661,0.5,2.64
4q81,-230.556,0,24.5557,0.5,3.02
4q83,-264.623,0,34.666,1.5,4.19
4q87,-243.265,0,32.0622,1.5,4.85
4q8x,-225.327,0,25.59,1.5,3.57
4q8y,-283.073,0,55.3302,1,2.64
4q90,-176.94,0,23.7457,0.5,2.15
4q93,-356.693,0,33.6897,3.5,4.65
4q99,-220.008,0,32.9401,1,6.28
4q9o,-600.091,0,128.759,4,5.77
4q9y,-196.089,0,44.371,0.5,5.68
4qb3,-361.645,0,63.9925,5,5.47
4qdk,-678.163,0.537617,2.13652,8.5,5.85
4qem,-266.124,0,22.076,2.5,7.8
4qer,-355.184,0,46.2389,3.5,7.54
4qev,-443.033,0,70.3909,4,7.66
4qew,-470.237,0,85.0102,4,7.07
4qf7,-417.224,0,85.3776,2.5,8.6
4qf8,-245.535,0,6.15662,8,7.51
4qf9,-359.026,0.508009,25.3004,4.5,4.43
4qfl,-412.211,0,47.1,4.5,5.11
4qfn,-332.396,0,13.0887,5.5,4.12
4qfo,-427.17,0,24.2662,7.5,4.27
4qfp,-363.08,0,15.8706,5,4.23
4qgd,-312.537,0,49.7025,5.5,7.43
4qge,-507.061,0.477336,45.0009,5.5,9.3
4qgi,-876.686,0,99.0031,11.5,3.9
4qhc,-288.299,0.197616,4.26857,3.5,6.7
4qij,-1094.37,0.392213,84.1687,23,5.54
4qiy,-566.769,0,81.6967,9.5,7.3
4qiz,-523.856,0,48.798,9.5,8.15
4qj0,-616.421,0,40.9644,9.5,7.32
4qjm,-612.353,0,63.8304,8.5,8.17
4qjo,-508.326,1,32.0887,8.5,7.4
4qjp,-561.148,0,59.1804,8.5,8.6
4qjw,-488.273,0.407148,26.9342,8,7.8
4qjx,-472.18,0,40.9203,8,7.28
4ql1,-636.547,0,86.2871,7,7.03
4qlk,-823.626,0.0455137,0,17,3.24
4qll,-813.482,0,0,17,3.38
4qnb,-650.23,0,90.7116,6,6.59
4qp2,-224.828,0,19.282,0.5,3.03
4qpd,-557.698,0.101891,26.2434,8.5,7.82
4qpl,-628.093,0.258163,0,10.5,7.41
4qrh,-758.151,1,0,13,5.15
4qsu,-155.161,0,13.3768,0,2
4qsv,-237.409,0,17.0296,3,2
4qtl,-459.177,0,24.9656,8,6.92
4qxo,-488.068,0,45.279,2,5.51
4qxq,-462.264,0,50.2467,2,5.7
4qxr,-465.784,0,51.0709,2,6
4qy3,-316.163,0,35.3239,4.5,6.82
4qyy,-743.514,0.337848,71.0491,6.5,7.3
4r0a,-397.809,0,13.1182,3.5,4.26
4r3w,-432.642,0.284726,0,6.5,3
4r4c,-526.429,1.82816,49.7381,8,5.54
4r4i,-501.721,0.815324,45.8822,7,6.27
4r4o,-468.056,0.322292,44.9934,9,5.82
4r4t,-498.688,0.225739,45.7824,9,6.26
4r59,-354.26,0,9.62905,6.5,7.96
4r5a,-462.922,0.685518,4.04105,7.5,8.7
4r5b,-376.746,0,2.38205,7.5,6.73
4r5t,-537.362,0.573899,52.194,5.5,6.1
4r73,-424.812,0,0,5,7.64
4r74,-399.592,0,0,6,8.1
4r75,-465.61,0.182825,0,7.5,7.24
4r76,-486.36,0.240957,20.3464,5,7.85
4ra1,-421.098,0.658927,0,5,5.94
4rak,-686.649,0,113.268,6.5,7.85
4rd0,-554.605,0.149135,0,7.5,6.62
4rd3,-564.223,0.24967,0,7.5,6.47
4rd6,-534.841,0.105638,0,7.5,6.28
4rdn,-479.595,0,0,3.5,5.92
4re2,-369.134,1,0,3,4.98
4re4,-261.924,0.470363,7.19385,2.5,6.87
4rfc,-336.472,0,34.1432,11,8.24
4rfd,-310.49,0,31.0164,7,8.05
4rhx,-530.799,1.16457,0,13,5.8
4riu,-452.799,0,12.0411,7.5,7.3
4riv,-283.438,0,22.1996,0.5,7
4rj8,-536.094,0,35.5932,5,7.77
4rlt,-506.906,0,36.2865,3,4.96
4rlu,-460.67,0,50.4941,4.5,4.82
4rlw,-466.713,0,43.2917,5.5,4.87
4rn4,-515.895,0,16.5576,10.5,6.94
4rpn,-305.967,0,46.636,0.5,6.96
4rpo,-267.371,0,49.3035,0.5,7.64
4rqk,-385.259,0,54.8289,3,5.82
4rqv,-404.167,0,81.0981,3,5.05
4rr6,-615.987,0,0,7.5,6
4rra,-610.445,0.120508,4.14497,8,4.87
4rrf,-598.327,0,0,7.5,3.62
4rrg,-557.749,0,2.2445,7.5,2.81
4rsk,-326.782,0.0113687,2.75995,5,4.32
4rux,-291.482,0,35.4212,4.5,7.92
4ruy,-292.759,0,36.2073,4.5,7.89
4ruz,-275.259,0,26.7897,3.5,7.64
4rvr,-372.493,0,44.0216,6,6.87
4rwj,-687.149,0.251617,73.2553,8,8.7
4rww,-717.519,0.481126,0,3.5,5.85
4ryd,-896.269,0,31.8612,19.5,11.26
4s1g,-571.702,0,82.7679,6,9.22
4sga,-556.308,0,35.0806,7,7.3
4std,-474.322,0,103.185,3.5,10.33
4tim,-269.842,0,0,3.5,2.16
4tjz,-229.843,0,48.4994,8,5.97
4tkb,-274.111,0,65.8357,10,5.59
4tkh,-317.849,0,74.4754,12,5.74
4tkj,-369.053,0,81.1698,14,6.04
4tln,-205.021,0.0181892,10.003,4,3.72
4tmk,-1006.41,0.406579,22.617,17.5,7.7
4tpw,-336.384,1.19013,51.7776,7,4.69
4tqn,-384.09,0,57.8355,6,6.11
4trc,-233.992,0,0,0.5,4.52
4ts1,-335.868,0.524674,20.7452,4,4.94
4tt2,-442.32,0,27.9301,20,4.66
4tte,-287.019,0,37.625,3.5,3.69
4tu4,-385.459,0,43.8335,5,3.76
4tun,-273.718,0,5.61709,5,5.41
4ty6,-605.089,0,32.5943,7.5,7.52
4tz2,-348.995,0,47.9983,2.5,3.46
4u0f,-400.075,0,63.3615,2.5,5.92
4u0w,-506.22,0,7.86195,5.5,3
